uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
803562629,North Korea,Baby Food,Online,H,3/9/11,Asia,3/23/11,894,255.28,159.42,228220.32,142521.48,85698.84
329276406,Moldova ,Office Supplies,Online,C,11/28/14,Europe,12/24/14,9061,651.21,524.96,5900613.81,4756662.56,1143951.25
473698985,Swaziland,Baby Food,Online,L,7/26/17,Sub-Saharan Africa,9/9/17,6911,255.28,159.42,1764240.08,1101751.62,662488.46
179066693,Albania,Beverages,Offline,M,4/16/13,Europe,5/8/13,8669,47.45,31.79,411344.05,275587.51,135756.54
257928359,Mauritania,Cosmetics,Online,M,3/18/16,Sub-Saharan Africa,5/5/16,5588,437.2,263.33,2443073.6,1471488.04,971585.56
243145310,Panama,Snacks,Online,C,3/25/11,Central America and the Caribbean,4/17/11,955,152.58,97.44,145713.9,93055.2,52658.7
637891376,Syria,Snacks,Online,H,10/26/10,Middle East and North Africa,12/6/10,5088,152.58,97.44,776327.04,495774.72,280552.32
665652883,South Korea,Beverages,Online,H,5/15/13,Asia,5/20/13,335,47.45,31.79,15895.75,10649.65,5246.1
520228660,Seychelles ,Baby Food,Offline,L,7/21/14,Sub-Saharan Africa,7/29/14,6076,255.28,159.42,1551081.28,968635.92,582445.36
915730035,France,Personal Care,Online,L,2/7/11,Europe,2/13/11,3722,81.73,56.67,304199.06,210925.74,93273.32
836580836,Dominican Republic,Office Supplies,Offline,C,3/6/12,Central America and the Caribbean,4/19/12,1715,651.21,524.96,1116825.15,900306.4,216518.75
687517392,Antigua and Barbuda ,Beverages,Online,M,11/10/12,Central America and the Caribbean,12/8/12,529,47.45,31.79,25101.05,16816.91,8284.14
943588531,Grenada,Personal Care,Offline,C,1/27/13,Central America and the Caribbean,2/1/13,7670,81.73,56.67,626869.1,434658.9,192210.2
800155580,Solomon Islands,Snacks,Offline,L,10/26/13,Australia and Oceania,11/29/13,2672,152.58,97.44,407693.76,260359.68,147334.08
422892367,Czech Republic,Beverages,Offline,L,5/13/13,Europe,5/24/13,2104,47.45,31.79,99834.8,66886.16,32948.64
497785222,Iran,Baby Food,Online,C,1/19/11,Middle East and North Africa,3/10/11,4564,255.28,159.42,1165097.92,727592.88,437505.04
881132972,Montenegro,Fruits,Online,M,1/25/11,Europe,3/12/11,5682,9.33,6.92,53013.06,39319.44,13693.62
149546945,Kiribati,Clothes,Online,L,2/3/11,Australia and Oceania,2/15/11,3119,109.28,35.84,340844.32,111784.96,229059.36
549950969,Sierra Leone,Meat,Offline,M,8/30/13,Sub-Saharan Africa,8/31/13,1568,421.89,364.69,661523.52,571833.92,89689.6
349581372,Cyprus,Vegetables,Online,H,10/21/14,Europe,11/15/14,7751,154.06,90.93,1194119.06,704798.43,489320.63
585986983,Lesotho,Cosmetics,Offline,C,5/23/15,Sub-Saharan Africa,6/29/15,5425,437.2,263.33,2371810,1428565.25,943244.75
117029130,Nicaragua,Household,Online,M,5/12/17,Central America and the Caribbean,5/12/17,375,668.27,502.54,250601.25,188452.5,62148.75
570881640,Haiti,Personal Care,Online,M,5/14/12,Central America and the Caribbean,6/4/12,5419,81.73,56.67,442894.87,307094.73,135800.14
496030843,Liechtenstein,Vegetables,Online,L,11/2/15,Europe,11/17/15,5404,154.06,90.93,832540.24,491385.72,341154.52
311275565,Indonesia,Personal Care,Offline,L,3/10/10,Asia,4/17/10,2212,81.73,56.67,180786.76,125354.04,55432.72
955727136,Norway,Clothes,Online,M,10/8/16,Europe,10/14/16,9753,109.28,35.84,1065807.84,349547.52,716260.32
738809382,Samoa ,Cosmetics,Online,L,5/3/16,Australia and Oceania,6/2/16,8969,437.2,263.33,3921246.8,2361806.77,1559440.03
290258634,Mozambique,Baby Food,Offline,C,6/10/13,Sub-Saharan Africa,7/6/13,2835,255.28,159.42,723718.8,451955.7,271763.1
310123717,Guatemala,Clothes,Online,L,6/22/17,Central America and the Caribbean,6/26/17,1354,109.28,35.84,147965.12,48527.36,99437.76
218765962,Mauritius ,Cosmetics,Online,M,3/6/16,Sub-Saharan Africa,4/13/16,6564,437.2,263.33,2869780.8,1728498.12,1141282.68
406859195,Georgia,Personal Care,Offline,C,4/18/17,Europe,5/21/17,7532,81.73,56.67,615590.36,426838.44,188751.92
885389745,Tuvalu,Clothes,Online,C,6/24/14,Australia and Oceania,7/10/14,5356,109.28,35.84,585303.68,191959.04,393344.64
835656440,Togo,Clothes,Offline,L,10/25/13,Sub-Saharan Africa,12/11/13,8166,109.28,35.84,892380.48,292669.44,599711.04
859270608,Uzbekistan,Cosmetics,Offline,L,11/18/14,Asia,11/18/14,6123,437.2,263.33,2676975.6,1612369.59,1064606.01
728156077,Bahrain,Baby Food,Offline,L,7/11/14,Middle East and North Africa,8/21/14,6419,255.28,159.42,1638642.32,1023316.98,615325.34
734549176,Bulgaria,Household,Online,H,9/1/10,Europe,10/14/10,8279,668.27,502.54,5532607.33,4160528.66,1372078.67
340998733,Cyprus,Beverages,Offline,H,8/26/13,Europe,9/17/13,7958,47.45,31.79,377607.1,252984.82,124622.28
430366075,Mauritania,Cereal,Offline,C,3/1/12,Sub-Saharan Africa,3/6/12,3740,205.7,117.11,769318,437991.4,331326.6
155825030,Malawi,Household,Online,L,11/22/14,Sub-Saharan Africa,12/1/14,944,668.27,502.54,630846.88,474397.76,156449.12
990861928,Jordan,Baby Food,Online,M,6/10/16,Middle East and North Africa,6/24/16,6918,255.28,159.42,1766027.04,1102867.56,663159.48
879275596,Andorra,Office Supplies,Online,C,4/8/16,Europe,5/15/16,6043,651.21,524.96,3935262.03,3172333.28,762928.75
985177361,Tunisia ,Beverages,Online,M,11/22/14,Middle East and North Africa,11/30/14,4729,47.45,31.79,224391.05,150334.91,74056.14
742991054,Burkina Faso,Snacks,Online,C,2/11/10,Sub-Saharan Africa,3/31/10,6419,152.58,97.44,979411.02,625467.36,353943.66
107453000,Indonesia,Baby Food,Offline,H,12/12/15,Asia,1/19/16,6585,255.28,159.42,1681018.8,1049780.7,631238.1
903612029,Iran,Meat,Offline,C,5/20/13,Middle East and North Africa,5/20/13,7735,421.89,364.69,3263319.15,2820877.15,442442
976829469,Sao Tome and Principe,Cereal,Offline,C,10/13/14,Sub-Saharan Africa,10/30/14,4402,205.7,117.11,905491.4,515518.22,389973.18
942779147,Lebanon,Household,Offline,M,8/18/14,Middle East and North Africa,8/31/14,8155,668.27,502.54,5449741.85,4098213.7,1351528.15
137447392,Tunisia ,Snacks,Offline,L,1/17/16,Middle East and North Africa,2/8/16,2593,152.58,97.44,395639.94,252661.92,142978.02
667133033,Malta,Office Supplies,Offline,H,11/12/11,Europe,12/1/11,8344,651.21,524.96,5433696.24,4380266.24,1053430
658447396,India,Clothes,Offline,C,2/15/11,Asia,3/28/11,8072,109.28,35.84,882108.16,289300.48,592807.68
108314311,Guinea-Bissau,Office Supplies,Offline,M,7/29/12,Sub-Saharan Africa,8/11/12,1466,651.21,524.96,954673.86,769591.36,185082.5
433970105,Syria,Snacks,Online,H,1/10/16,Middle East and North Africa,2/4/16,253,152.58,97.44,38602.74,24652.32,13950.42
422963607,Malta,Fruits,Online,C,12/30/10,Europe,1/1/11,3185,9.33,6.92,29716.05,22040.2,7675.85
283156144,Jordan,Baby Food,Online,H,10/13/10,Middle East and North Africa,11/19/10,1050,255.28,159.42,268044,167391,100653
292721545,Malawi,Fruits,Offline,L,10/27/10,Sub-Saharan Africa,11/2/10,1665,9.33,6.92,15534.45,11521.8,4012.65
350146138,Macedonia,Baby Food,Online,H,3/8/15,Europe,3/10/15,4878,255.28,159.42,1245255.84,777650.76,467605.08
424228751,Dominica,Office Supplies,Offline,H,1/26/10,Central America and the Caribbean,2/1/10,7570,651.21,524.96,4929659.7,3973947.2,955712.5
104080712,Equatorial Guinea,Fruits,Offline,L,1/16/13,Sub-Saharan Africa,1/27/13,8651,9.33,6.92,80713.83,59864.92,20848.91
849125850,Central African Republic,Meat,Online,M,3/24/16,Sub-Saharan Africa,5/13/16,4063,421.89,364.69,1714139.07,1481735.47,232403.6
139100492,Israel,Snacks,Offline,H,10/19/12,Middle East and North Africa,11/2/12,1781,152.58,97.44,271744.98,173540.64,98204.34
924053466,Croatia,Baby Food,Offline,C,12/13/15,Europe,1/23/16,6810,255.28,159.42,1738456.8,1085650.2,652806.6
374346101,Malaysia,Personal Care,Offline,M,3/15/17,Asia,4/9/17,6185,81.73,56.67,505500.05,350503.95,154996.1
230652225,Seychelles ,Fruits,Online,L,12/8/12,Sub-Saharan Africa,12/8/12,3974,9.33,6.92,37077.42,27500.08,9577.34
953958165,Federated States of Micronesia,Vegetables,Online,C,9/30/15,Australia and Oceania,10/18/15,6275,154.06,90.93,966726.5,570585.75,396140.75
375562751,Brunei,Fruits,Offline,C,10/12/12,Asia,10/24/12,6219,9.33,6.92,58023.27,43035.48,14987.79
447077310,Haiti,Vegetables,Online,L,12/21/14,Central America and the Caribbean,1/23/15,8966,154.06,90.93,1381301.96,815278.38,566023.58
490425670,Central African Republic,Clothes,Offline,M,5/22/15,Sub-Saharan Africa,6/10/15,6709,109.28,35.84,733159.52,240450.56,492708.96
347844159,Taiwan,Clothes,Online,M,9/26/15,Asia,10/17/15,3671,109.28,35.84,401166.88,131568.64,269598.24
831881606,Nepal,Office Supplies,Offline,L,12/30/14,Asia,1/27/15,1108,651.21,524.96,721540.68,581655.68,139885
575399339,The Gambia,Personal Care,Online,H,3/20/13,Sub-Saharan Africa,5/4/13,2306,81.73,56.67,188469.38,130681.02,57788.36
981571185,Jamaica,Vegetables,Offline,C,4/19/15,Central America and the Caribbean,4/29/15,7581,154.06,90.93,1167928.86,689340.33,478588.53
373883473,Myanmar,Office Supplies,Online,C,1/22/12,Asia,2/22/12,9283,651.21,524.96,6045182.43,4873203.68,1171978.75
746135032,New Zealand,Household,Offline,C,4/25/14,Australia and Oceania,6/12/14,6792,668.27,502.54,4538889.84,3413251.68,1125638.16
112437188,Zimbabwe,Personal Care,Online,H,3/24/11,Sub-Saharan Africa,4/10/11,1517,81.73,56.67,123984.41,85968.39,38016.02
157213771,Indonesia,Cereal,Offline,L,12/15/11,Asia,1/18/12,1903,205.7,117.11,391447.1,222860.33,168586.77
385201108,Andorra,Office Supplies,Offline,M,7/31/11,Europe,8/5/11,8423,651.21,524.96,5485141.83,4421738.08,1063403.75
371448028,Cambodia,Cosmetics,Online,L,1/10/10,Asia,2/6/10,8581,437.2,263.33,3751613.2,2259634.73,1491978.47
211315858,Slovakia,Household,Offline,L,11/12/15,Europe,11/20/15,1913,668.27,502.54,1278400.51,961359.02,317041.49
970478427,Estonia,Fruits,Offline,H,3/22/12,Europe,5/8/12,4988,9.33,6.92,46538.04,34516.96,12021.08
634922063,Myanmar,Cereal,Online,C,8/1/13,Asia,8/3/13,6403,205.7,117.11,1317097.1,749855.33,567241.77
860945594,Botswana,Vegetables,Online,C,7/25/16,Sub-Saharan Africa,8/19/16,1788,154.06,90.93,275459.28,162582.84,112876.44
225160348,Swaziland,Beverages,Offline,L,4/11/11,Sub-Saharan Africa,5/8/11,8805,47.45,31.79,417797.25,279910.95,137886.3
974490153,Marshall Islands,Cereal,Offline,H,5/24/15,Australia and Oceania,5/31/15,2147,205.7,117.11,441637.9,251435.17,190202.73
476171338,Fiji,Meat,Offline,M,5/14/17,Australia and Oceania,6/14/17,8535,421.89,364.69,3600831.15,3112629.15,488202
667752730,Denmark,Cosmetics,Online,C,7/4/10,Europe,8/23/10,1727,437.2,263.33,755044.4,454770.91,300273.49
407095658,Ukraine,Household,Online,H,11/23/11,Europe,12/22/11,7507,668.27,502.54,5016702.89,3772567.78,1244135.11
422373950,Turkey,Snacks,Offline,C,3/6/13,Middle East and North Africa,3/29/13,8693,152.58,97.44,1326377.94,847045.92,479332.02
162073934,Lebanon,Cereal,Online,C,8/24/14,Middle East and North Africa,10/11/14,133,205.7,117.11,27358.1,15575.63,11782.47
944994437,Liechtenstein,Baby Food,Offline,L,11/8/13,Europe,11/16/13,3709,255.28,159.42,946833.52,591288.78,355544.74
110246789,Lesotho,Cereal,Online,H,1/4/17,Sub-Saharan Africa,1/28/17,3330,205.7,117.11,684981,389976.3,295004.7
467254817,Burundi,Personal Care,Offline,H,6/12/12,Sub-Saharan Africa,6/13/12,9939,81.73,56.67,812314.47,563243.13,249071.34
845754849,Croatia,Snacks,Online,M,4/11/12,Europe,4/21/12,6509,152.58,97.44,993143.22,634236.96,358906.26
145795714,Armenia,Cereal,Online,C,10/4/10,Europe,10/12/10,3047,205.7,117.11,626767.9,356834.17,269933.73
487738740,Nepal,Vegetables,Offline,L,10/9/10,Asia,10/28/10,1587,154.06,90.93,244493.22,144305.91,100187.31
462257754,Nicaragua,Clothes,Online,M,6/26/12,Central America and the Caribbean,6/26/12,1197,109.28,35.84,130808.16,42900.48,87907.68
980339086,Botswana,Cosmetics,Offline,H,2/17/17,Sub-Saharan Africa,3/16/17,2976,437.2,263.33,1301107.2,783670.08,517437.12
323281562,Latvia,Personal Care,Online,H,8/25/15,Europe,9/3/15,5053,81.73,56.67,412981.69,286353.51,126628.18
892696511,Senegal,Household,Online,C,3/8/15,Sub-Saharan Africa,3/30/15,7590,668.27,502.54,5072169.3,3814278.6,1257890.7
660507762,Sweden,Vegetables,Online,H,8/1/12,Europe,8/30/12,7780,154.06,90.93,1198586.8,707435.4,491151.4
818951642,Burundi,Cosmetics,Online,C,5/8/13,Sub-Saharan Africa,5/13/13,4845,437.2,263.33,2118234,1275833.85,842400.15
830576980,Turkmenistan,Household,Online,C,9/2/12,Asia,9/19/12,5040,668.27,502.54,3368080.8,2532801.6,835279.2
678245103,Romania,Vegetables,Offline,C,5/22/14,Europe,7/2/14,6653,154.06,90.93,1024961.18,604957.29,420003.89
415129840,Comoros,Clothes,Offline,C,1/14/12,Sub-Saharan Africa,2/26/12,5000,109.28,35.84,546400,179200,367200
614717519,Gabon,Cereal,Online,C,5/14/15,Sub-Saharan Africa,5/17/15,7429,205.7,117.11,1528145.3,870010.19,658135.11
120806968,Uganda,Household,Online,L,4/7/16,Sub-Saharan Africa,5/17/16,8321,668.27,502.54,5560674.67,4181635.34,1379039.33
997509515,France,Personal Care,Online,M,4/3/15,Europe,5/6/15,4087,81.73,56.67,334030.51,231610.29,102420.22
879248988,Saint Vincent and the Grenadines,Cereal,Online,H,2/16/10,Central America and the Caribbean,2/17/10,8169,205.7,117.11,1680363.3,956671.59,723691.71
620761716,Austria,Cereal,Offline,C,11/25/14,Europe,12/24/14,6041,205.7,117.11,1242633.7,707461.51,535172.19
247096526,Tajikistan,Household,Online,H,7/28/10,Asia,9/2/10,208,668.27,502.54,139000.16,104528.32,34471.84
303614747,Swaziland,Personal Care,Online,L,1/24/17,Sub-Saharan Africa,1/30/17,5205,81.73,56.67,425404.65,294967.35,130437.3
505990207,Eritrea,Household,Offline,L,9/21/13,Sub-Saharan Africa,10/3/13,2601,668.27,502.54,1738170.27,1307106.54,431063.73
190209233,Central African Republic,Personal Care,Offline,M,3/30/11,Sub-Saharan Africa,5/9/11,5994,81.73,56.67,489889.62,339679.98,150209.64
562570655,Israel,Baby Food,Offline,M,1/10/10,Middle East and North Africa,1/23/10,6013,255.28,159.42,1534998.64,958592.46,576406.18
649685800,Switzerland,Meat,Online,L,7/18/11,Europe,8/6/11,5320,421.89,364.69,2244454.8,1940150.8,304304
448478496,Ireland,Personal Care,Online,L,7/17/14,Europe,8/19/14,3608,81.73,56.67,294881.84,204465.36,90416.48
476185071,Ireland,Personal Care,Offline,H,4/3/11,Europe,5/18/11,2599,81.73,56.67,212416.27,147285.33,65130.94
420354354,Spain,Snacks,Online,L,12/3/13,Europe,1/1/14,1049,152.58,97.44,160056.42,102214.56,57841.86
488847672,Haiti,Household,Online,M,2/14/13,Central America and the Caribbean,3/15/13,9744,668.27,502.54,6511622.88,4896749.76,1614873.12
959838855,Samoa ,Cosmetics,Online,L,11/14/11,Australia and Oceania,12/5/11,6502,437.2,263.33,2842674.4,1712171.66,1130502.74
831814229,Ethiopia,Vegetables,Online,C,3/24/14,Sub-Saharan Africa,5/13/14,1170,154.06,90.93,180250.2,106388.1,73862.1
973572623,San Marino,Office Supplies,Offline,C,12/21/13,Europe,2/1/14,629,651.21,524.96,409611.09,330199.84,79411.25
974225366,El Salvador,Cosmetics,Offline,C,7/10/13,Central America and the Caribbean,8/23/13,3790,437.2,263.33,1656988,998020.7,658967.3
493196284,Kiribati,Personal Care,Online,L,7/27/12,Australia and Oceania,8/31/12,6595,81.73,56.67,539009.35,373738.65,165270.7
610221707,Libya,Cosmetics,Online,H,11/16/11,Middle East and North Africa,11/28/11,7019,437.2,263.33,3068706.8,1848313.27,1220393.53
675350463,United Kingdom,Baby Food,Offline,C,1/15/17,Europe,1/23/17,65,255.28,159.42,16593.2,10362.3,6230.9
558943879,South Sudan,Vegetables,Online,M,1/12/12,Sub-Saharan Africa,2/1/12,2770,154.06,90.93,426746.2,251876.1,174870.1
201675784,Benin,Baby Food,Online,L,12/9/15,Sub-Saharan Africa,1/10/16,9201,255.28,159.42,2348831.28,1466823.42,882007.86
964532506,Bahrain,Fruits,Online,L,1/23/11,Middle East and North Africa,3/7/11,5457,9.33,6.92,50913.81,37762.44,13151.37
678812873,Japan,Household,Online,C,11/6/14,Asia,12/14/14,4669,668.27,502.54,3120152.63,2346359.26,773793.37
396128213,Seychelles ,Office Supplies,Online,L,7/5/15,Sub-Saharan Africa,7/23/15,1996,651.21,524.96,1299815.16,1047820.16,251995
338402354,Belize,Clothes,Offline,L,9/7/13,Central America and the Caribbean,9/27/13,9632,109.28,35.84,1052584.96,345210.88,707374.08
347871625,Cambodia,Snacks,Offline,L,1/30/11,Asia,3/19/11,1799,152.58,97.44,274491.42,175294.56,99196.86
337084853,Monaco,Clothes,Offline,H,4/3/14,Europe,5/11/14,9754,109.28,35.84,1065917.12,349583.36,716333.76
738903367,Federated States of Micronesia,Meat,Online,C,9/5/15,Australia and Oceania,10/19/15,6781,421.89,364.69,2860836.09,2472962.89,387873.2
256500995,Kyrgyzstan,Baby Food,Offline,L,9/4/12,Asia,9/11/12,3199,255.28,159.42,816640.72,509984.58,306656.14
813364064,Israel,Baby Food,Online,H,3/22/11,Middle East and North Africa,4/25/11,1356,255.28,159.42,346159.68,216173.52,129986.16
803291404,Tajikistan,Office Supplies,Online,H,7/19/14,Asia,8/2/14,632,651.21,524.96,411564.72,331774.72,79790
940394341,Mexico,Snacks,Online,C,10/28/11,North America,11/2/11,2438,152.58,97.44,371990.04,237558.72,134431.32
209096705,Greenland,Beverages,Online,L,3/15/12,North America,3/16/12,5217,47.45,31.79,247546.65,165848.43,81698.22
814134824,Laos,Cereal,Offline,C,10/8/10,Asia,10/18/10,9441,205.7,117.11,1942013.7,1105635.51,836378.19
530557525,Slovenia,Baby Food,Offline,M,1/9/15,Europe,2/5/15,2617,255.28,159.42,668067.76,417202.14,250865.62
353726136,Kyrgyzstan,Clothes,Offline,C,10/23/10,Asia,11/3/10,4279,109.28,35.84,467609.12,153359.36,314249.76
449314486,Lithuania,Snacks,Offline,C,7/22/11,Europe,8/1/11,996,152.58,97.44,151969.68,97050.24,54919.44
603308904,Malaysia,Vegetables,Online,H,8/4/16,Asia,9/8/16,1366,154.06,90.93,210445.96,124210.38,86235.58
672008216,Palau,Meat,Offline,L,12/19/14,Australia and Oceania,1/21/15,1019,421.89,364.69,429905.91,371619.11,58286.8
132023751,Togo,Vegetables,Offline,C,12/6/11,Sub-Saharan Africa,12/25/11,7617,154.06,90.93,1173475.02,692613.81,480861.21
330279338,Mongolia,Snacks,Offline,H,1/8/10,Asia,2/18/10,5850,152.58,97.44,892593,570024,322569
434011304,Grenada,Beverages,Offline,C,10/30/12,Central America and the Caribbean,11/13/12,2444,47.45,31.79,115967.8,77694.76,38273.04
580768477,Kiribati,Vegetables,Online,H,9/1/13,Australia and Oceania,10/12/13,1153,154.06,90.93,177631.18,104842.29,72788.89
528412187,Russia,Beverages,Offline,H,6/22/14,Europe,7/28/14,7763,47.45,31.79,368354.35,246785.77,121568.58
105116260,New Zealand,Fruits,Online,M,6/18/14,Australia and Oceania,6/20/14,5092,9.33,6.92,47508.36,35236.64,12271.72
559367024,Kyrgyzstan,Baby Food,Online,M,12/4/13,Asia,12/11/13,7988,255.28,159.42,2039176.64,1273446.96,765729.68
509963309,Mozambique,Household,Offline,C,6/3/10,Sub-Saharan Africa,6/10/10,8331,668.27,502.54,5567357.37,4186660.74,1380696.63
896016442,Iraq,Personal Care,Offline,H,2/25/10,Middle East and North Africa,3/17/10,32,81.73,56.67,2615.36,1813.44,801.92
926950252,Poland,Fruits,Offline,H,8/7/16,Europe,8/8/16,4033,9.33,6.92,37627.89,27908.36,9719.53
332501065,Sierra Leone,Snacks,Online,H,8/3/11,Sub-Saharan Africa,8/25/11,3309,152.58,97.44,504887.22,322428.96,182458.26
712717711,India,Household,Online,L,2/1/12,Asia,3/13/12,7864,668.27,502.54,5255275.28,3951974.56,1303300.72
587961518,Moldova ,Household,Online,M,5/29/13,Europe,6/27/13,9734,668.27,502.54,6504940.18,4891724.36,1613215.82
348906314,Papua New Guinea,Cereal,Online,C,9/21/15,Australia and Oceania,11/7/15,7987,205.7,117.11,1642925.9,935357.57,707568.33
906538426,Macedonia,Clothes,Online,L,9/7/12,Europe,9/22/12,3721,109.28,35.84,406630.88,133360.64,273270.24
542156684,Nauru,Personal Care,Online,L,5/19/10,Australia and Oceania,7/8/10,5066,81.73,56.67,414044.18,287090.22,126953.96
757372415,Nicaragua,Vegetables,Online,L,12/15/15,Central America and the Caribbean,1/5/16,2183,154.06,90.93,336312.98,198500.19,137812.79
424109447,Uganda,Beverages,Offline,C,2/13/11,Sub-Saharan Africa,3/30/11,2265,47.45,31.79,107474.25,72004.35,35469.9
734604108,Tajikistan,Clothes,Online,C,7/3/16,Asia,8/18/16,4535,109.28,35.84,495584.8,162534.4,333050.4
251405227,Bhutan,Household,Online,H,3/2/12,Asia,4/11/12,5248,668.27,502.54,3507080.96,2637329.92,869751.04
757374131,Israel,Snacks,Online,H,1/31/17,Middle East and North Africa,2/4/17,2691,152.58,97.44,410592.78,262211.04,148381.74
505684649,Burkina Faso,Baby Food,Online,M,3/23/17,Sub-Saharan Africa,3/27/17,2180,255.28,159.42,556510.4,347535.6,208974.8
969823110,Ireland,Fruits,Online,L,10/7/14,Europe,10/28/14,1065,9.33,6.92,9936.45,7369.8,2566.65
993588340,El Salvador,Cereal,Online,L,9/26/16,Central America and the Caribbean,10/17/16,3724,205.7,117.11,766026.8,436117.64,329909.16
841091668,Sweden,Office Supplies,Offline,C,2/1/16,Europe,3/8/16,6570,651.21,524.96,4278449.7,3448987.2,829462.5
846756923,Cameroon,Personal Care,Offline,C,8/12/10,Sub-Saharan Africa,9/15/10,3045,81.73,56.67,248867.85,172560.15,76307.7
965320432,Guatemala,Office Supplies,Offline,H,4/30/14,Central America and the Caribbean,6/18/14,8622,651.21,524.96,5614732.62,4526205.12,1088527.5
321831023,Thailand,Cereal,Offline,L,10/21/15,Asia,10/21/15,5806,205.7,117.11,1194294.2,679940.66,514353.54
361650025,Tuvalu,Cosmetics,Online,L,3/31/12,Australia and Oceania,4/23/12,9134,437.2,263.33,3993384.8,2405256.22,1588128.58
800451266,Finland,Snacks,Online,C,4/16/13,Europe,5/26/13,172,152.58,97.44,26243.76,16759.68,9484.08
974221074,Libya,Office Supplies,Offline,M,6/27/14,Middle East and North Africa,8/2/14,2520,651.21,524.96,1641049.2,1322899.2,318150
289258277,Bhutan,Snacks,Online,C,3/27/16,Asia,5/2/16,6807,152.58,97.44,1038612.06,663274.08,375337.98
472174203,South Korea,Meat,Online,L,6/8/12,Asia,7/3/12,5694,421.89,364.69,2402241.66,2076544.86,325696.8
619892680,North Korea,Beverages,Offline,M,12/23/16,Asia,1/23/17,8874,47.45,31.79,421071.3,282104.46,138966.84
349650037,Dominica,Meat,Offline,M,7/12/14,Central America and the Caribbean,8/23/14,8071,421.89,364.69,3405074.19,2943412.99,461661.2
248995101,Saint Kitts and Nevis ,Household,Online,L,4/27/17,Central America and the Caribbean,6/1/17,2038,668.27,502.54,1361934.26,1024176.52,337757.74
525789201,Nepal,Office Supplies,Offline,H,12/10/15,Asia,1/29/16,1564,651.21,524.96,1018492.44,821037.44,197455
558206164,Morocco,Cosmetics,Offline,H,5/22/13,Middle East and North Africa,6/6/13,4463,437.2,263.33,1951223.6,1175241.79,775981.81
244732320,Vietnam,Beverages,Offline,H,9/28/13,Asia,10/21/13,587,47.45,31.79,27853.15,18660.73,9192.42
454166495,Monaco,Household,Online,L,10/10/10,Europe,10/15/10,6813,668.27,502.54,4552923.51,3423805.02,1129118.49
775620019,Vatican City,Vegetables,Offline,L,6/22/14,Europe,6/25/14,2054,154.06,90.93,316439.24,186770.22,129669.02
868516719,Somalia,Snacks,Online,M,12/17/16,Middle East and North Africa,2/5/17,2252,152.58,97.44,343610.16,219434.88,124175.28
912592923,Belarus,Snacks,Online,L,6/3/11,Europe,7/12/11,5381,152.58,97.44,821032.98,524324.64,296708.34
257897460,Madagascar,Cosmetics,Online,H,1/13/11,Sub-Saharan Africa,1/18/11,6444,437.2,263.33,2817316.8,1696898.52,1120418.28
574791657,Ethiopia,Vegetables,Offline,L,11/27/14,Sub-Saharan Africa,1/11/15,2479,154.06,90.93,381914.74,225415.47,156499.27
903949344,Canada,Beverages,Online,C,11/2/11,North America,12/14/11,7553,47.45,31.79,358389.85,240109.87,118279.98
806356847,Montenegro,Office Supplies,Offline,H,6/4/14,Europe,7/20/14,7765,651.21,524.96,5056645.65,4076314.4,980331.25
813312995,Turkmenistan,Fruits,Offline,M,5/22/17,Asia,7/4/17,6244,9.33,6.92,58256.52,43208.48,15048.04
176429116,Egypt,Household,Online,H,7/9/16,Middle East and North Africa,8/9/16,8151,668.27,502.54,5447068.77,4096203.54,1350865.23
917629039,Sweden,Beverages,Online,H,6/15/12,Europe,6/15/12,5679,47.45,31.79,269468.55,180535.41,88933.14
179149091,Tonga,Cereal,Online,M,6/22/14,Australia and Oceania,6/23/14,3052,205.7,117.11,627796.4,357419.72,270376.68
573538100,Nigeria,Vegetables,Offline,C,12/26/13,Sub-Saharan Africa,1/19/14,1524,154.06,90.93,234787.44,138577.32,96210.12
733657395,Kuwait,Personal Care,Offline,C,1/14/11,Middle East and North Africa,2/4/11,4382,81.73,56.67,358140.86,248327.94,109812.92
262680804,The Bahamas,Snacks,Online,C,7/13/10,Central America and the Caribbean,8/15/10,1942,152.58,97.44,296310.36,189228.48,107081.88
184094655,Finland,Snacks,Offline,L,11/9/10,Europe,11/24/10,6554,152.58,97.44,1000009.32,638621.76,361387.56
691697776,Finland,Meat,Online,C,4/4/15,Europe,4/13/15,7598,421.89,364.69,3205520.22,2770914.62,434605.6
699601495,Saudi Arabia,Fruits,Online,C,11/22/12,Middle East and North Africa,12/14/12,6484,9.33,6.92,60495.72,44869.28,15626.44
992229640,Singapore,Baby Food,Online,H,12/4/12,Asia,1/21/13,1655,255.28,159.42,422488.4,263840.1,158648.3
174318540,Zimbabwe,Baby Food,Offline,L,6/8/10,Sub-Saharan Africa,7/22/10,3584,255.28,159.42,914923.52,571361.28,343562.24
520917022,India,Beverages,Offline,L,12/2/12,Asia,12/7/12,9778,47.45,31.79,463966.1,310842.62,153123.48
327386415,Cape Verde,Baby Food,Online,L,10/21/13,Sub-Saharan Africa,12/3/13,9770,255.28,159.42,2494085.6,1557533.4,936552.2
659400546,Mexico,Personal Care,Offline,C,5/12/11,North America,5/13/11,130,81.73,56.67,10624.9,7367.1,3257.8
402945744,Sri Lanka,Snacks,Offline,C,7/1/12,Asia,8/15/12,9455,152.58,97.44,1442643.9,921295.2,521348.7
