industry_name_ANZSIC,rme_size_grp,variables
Manufacturing,c_6-9,"Sales, government funding, grants and subsidies"
Manufacturing,c_6-9,Total income
Manufacturing,c_6-9,Total expenditure
Manufacturing,c_6-9,Operating profit before tax
Manufacturing,c_6-9,Total assets
Manufacturing,c_6-9,Fixed tangible assets
Manufacturing,d_10-19,Activity unit
Manufacturing,d_10-19,Rolling mean employees
Manufacturing,d_10-19,Salaries and wages paid
Manufacturing,d_10-19,"Sales, government funding, grants and subsidies"
Manufacturing,d_10-19,Total income
Manufacturing,d_10-19,Total expenditure
Manufacturing,d_10-19,Operating profit before tax
Manufacturing,d_10-19,Total assets
Manufacturing,d_10-19,Fixed tangible assets
Manufacturing,e_20-49,Activity unit
Manufacturing,e_20-49,Rolling mean employees
Manufacturing,e_20-49,Salaries and wages paid
Manufacturing,e_20-49,"Sales, government funding, grants and subsidies"
Manufacturing,e_20-49,Total income
Manufacturing,e_20-49,Total expenditure
Manufacturing,e_20-49,Operating profit before tax
Manufacturing,e_20-49,Total assets
Manufacturing,e_20-49,Fixed tangible assets
Manufacturing,f_50-99,Activity unit
Manufacturing,f_50-99,Rolling mean employees
Manufacturing,f_50-99,Salaries and wages paid
Manufacturing,f_50-99,"Sales, government funding, grants and subsidies"
Manufacturing,f_50-99,Total income
Manufacturing,f_50-99,Total expenditure
Manufacturing,f_50-99,Operating profit before tax
Manufacturing,f_50-99,Total assets
Manufacturing,f_50-99,Fixed tangible assets
Manufacturing,g_100-199,Activity unit
Manufacturing,g_100-199,Rolling mean employees
Manufacturing,g_100-199,Salaries and wages paid
Manufacturing,g_100-199,"Sales, government funding, grants and subsidies"
Manufacturing,g_100-199,Total income
Manufacturing,g_100-199,Total expenditure
Manufacturing,g_100-199,Operating profit before tax
Manufacturing,g_100-199,Total assets
Manufacturing,g_100-199,Fixed tangible assets
Manufacturing,h_200+,Activity unit
Manufacturing,h_200+,Rolling mean employees
Manufacturing,h_200+,Salaries and wages paid
Manufacturing,h_200+,"Sales, government funding, grants and subsidies"
Manufacturing,h_200+,Total income
Manufacturing,h_200+,Total expenditure
Manufacturing,h_200+,Operating profit before tax
Manufacturing,h_200+,Total assets
Manufacturing,h_200+,Fixed tangible assets
Manufacturing,i_Industry_Total,Activity unit
Manufacturing,i_Industry_Total,Rolling mean employees
Manufacturing,i_Industry_Total,Salaries and wages paid
Manufacturing,i_Industry_Total,"Sales, government funding, grants and subsidies"
Manufacturing,i_Industry_Total,Total income
Manufacturing,i_Industry_Total,Total expenditure
Manufacturing,i_Industry_Total,Operating profit before tax
Manufacturing,i_Industry_Total,Total assets
Manufacturing,i_Industry_Total,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",a_0,Activity unit
"Electricity, Gas, Water and Waste Services",a_0,Rolling mean employees
"Electricity, Gas, Water and Waste Services",a_0,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",a_0,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",a_0,Total income
"Electricity, Gas, Water and Waste Services",a_0,Total expenditure
"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax
"Electricity, Gas, Water and Waste Services",a_0,Total assets
"Electricity, Gas, Water and Waste Services",a_0,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",b_1-5,Activity unit
"Electricity, Gas, Water and Waste Services",b_1-5,Rolling mean employees
"Electricity, Gas, Water and Waste Services",b_1-5,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",b_1-5,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",b_1-5,Total income
"Electricity, Gas, Water and Waste Services",b_1-5,Total expenditure
"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax
"Electricity, Gas, Water and Waste Services",b_1-5,Total assets
"Electricity, Gas, Water and Waste Services",b_1-5,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",c_6-9,Activity unit
"Electricity, Gas, Water and Waste Services",c_6-9,Rolling mean employees
"Electricity, Gas, Water and Waste Services",c_6-9,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",c_6-9,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",c_6-9,Total income
"Electricity, Gas, Water and Waste Services",c_6-9,Total expenditure
"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax
"Electricity, Gas, Water and Waste Services",c_6-9,Total assets
"Electricity, Gas, Water and Waste Services",c_6-9,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",d_10-19,Activity unit
"Electricity, Gas, Water and Waste Services",d_10-19,Rolling mean employees
"Electricity, Gas, Water and Waste Services",d_10-19,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",d_10-19,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",d_10-19,Total income
"Electricity, Gas, Water and Waste Services",d_10-19,Total expenditure
"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax
"Electricity, Gas, Water and Waste Services",d_10-19,Total assets
"Electricity, Gas, Water and Waste Services",d_10-19,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit
"Electricity, Gas, Water and Waste Services",e_20-49,Rolling mean employees
"Electricity, Gas, Water and Waste Services",e_20-49,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",e_20-49,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",e_20-49,Total income
"Electricity, Gas, Water and Waste Services",e_20-49,Total expenditure
"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax
"Electricity, Gas, Water and Waste Services",e_20-49,Total assets
"Electricity, Gas, Water and Waste Services",e_20-49,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",f_50-99,Activity unit
"Electricity, Gas, Water and Waste Services",f_50-99,Rolling mean employees
"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",f_50-99,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",f_50-99,Total income
"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure
"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax
"Electricity, Gas, Water and Waste Services",f_50-99,Total assets
"Electricity, Gas, Water and Waste Services",f_50-99,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit
"Electricity, Gas, Water and Waste Services",g_100-199,Rolling mean employees
"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",g_100-199,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",g_100-199,Total income
"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure
"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax
"Electricity, Gas, Water and Waste Services",g_100-199,Total assets
"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",h_200+,Activity unit
"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees
"Electricity, Gas, Water and Waste Services",h_200+,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",h_200+,Total income
"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure
"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax
"Electricity, Gas, Water and Waste Services",h_200+,Total assets
"Electricity, Gas, Water and Waste Services",h_200+,Fixed tangible assets
"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit
"Electricity, Gas, Water and Waste Services",i_Industry_Total,Rolling mean employees
"Electricity, Gas, Water and Waste Services",i_Industry_Total,Salaries and wages paid
"Electricity, Gas, Water and Waste Services",i_Industry_Total,"Sales, government funding, grants and subsidies"
"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total income
"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure
"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax
"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets
"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets
Construction,a_0,Activity unit
Construction,a_0,Rolling mean employees
Construction,a_0,Salaries and wages paid
Construction,a_0,"Sales, government funding, grants and subsidies"
Construction,a_0,Total income
Construction,a_0,Total expenditure
Construction,a_0,Operating profit before tax
Construction,a_0,Total assets
Construction,a_0,Fixed tangible assets
Construction,b_1-5,Activity unit
Construction,b_1-5,Rolling mean employees
Construction,b_1-5,Salaries and wages paid
Construction,b_1-5,"Sales, government funding, grants and subsidies"
Construction,b_1-5,Total income
Construction,b_1-5,Total expenditure
Construction,b_1-5,Operating profit before tax
Construction,b_1-5,Total assets
Construction,b_1-5,Fixed tangible assets
Construction,c_6-9,Activity unit
Construction,c_6-9,Rolling mean employees
Construction,c_6-9,Salaries and wages paid
Construction,c_6-9,"Sales, government funding, grants and subsidies"
Construction,c_6-9,Total income
Construction,c_6-9,Total expenditure
Construction,c_6-9,Operating profit before tax
Construction,c_6-9,Total assets
Construction,c_6-9,Fixed tangible assets
Construction,d_10-19,Activity unit
Construction,d_10-19,Rolling mean employees
Construction,d_10-19,Salaries and wages paid
Construction,d_10-19,"Sales, government funding, grants and subsidies"
Construction,d_10-19,Total income
Construction,d_10-19,Total expenditure
Construction,d_10-19,Operating profit before tax
Construction,d_10-19,Total assets
Construction,d_10-19,Fixed tangible assets
Construction,e_20-49,Activity unit
Construction,e_20-49,Rolling mean employees
Construction,e_20-49,Salaries and wages paid
Construction,e_20-49,"Sales, government funding, grants and subsidies"
Construction,e_20-49,Total income
Construction,e_20-49,Total expenditure
Construction,e_20-49,Operating profit before tax
Construction,e_20-49,Total assets
Construction,e_20-49,Fixed tangible assets
Construction,f_50-99,Activity unit
Construction,f_50-99,Rolling mean employees
Construction,f_50-99,Salaries and wages paid
Construction,f_50-99,"Sales, government funding, grants and subsidies"
Construction,f_50-99,Total income
Construction,f_50-99,Total expenditure
Construction,f_50-99,Operating profit before tax
Construction,f_50-99,Total assets
Construction,f_50-99,Fixed tangible assets
Construction,g_100-199,Activity unit
Construction,g_100-199,Rolling mean employees
Construction,g_100-199,Salaries and wages paid
Construction,g_100-199,"Sales, government funding, grants and subsidies"
Construction,g_100-199,Total income
Construction,g_100-199,Total expenditure
Construction,g_100-199,Operating profit before tax
Construction,g_100-199,Total assets
Construction,g_100-199,Fixed tangible assets
Construction,h_200+,Activity unit
Construction,h_200+,Rolling mean employees
Construction,h_200+,Salaries and wages paid
Construction,h_200+,"Sales, government funding, grants and subsidies"
Construction,h_200+,Total income
Construction,h_200+,Total expenditure
Construction,h_200+,Operating profit before tax
Construction,h_200+,Total assets
Construction,h_200+,Fixed tangible assets
Construction,i_Industry_Total,Activity unit
Construction,i_Industry_Total,Rolling mean employees
Construction,i_Industry_Total,Salaries and wages paid
Construction,i_Industry_Total,"Sales, government funding, grants and subsidies"
Construction,i_Industry_Total,Total income
Construction,i_Industry_Total,Total expenditure
Construction,i_Industry_Total,Operating profit before tax
Construction,i_Industry_Total,Total assets
Construction,i_Industry_Total,Fixed tangible assets
Wholesale Trade,a_0,Activity unit
Wholesale Trade,a_0,Rolling mean employees
Wholesale Trade,a_0,Salaries and wages paid
Wholesale Trade,a_0,"Sales, government funding, grants and subsidies"
Wholesale Trade,a_0,Total income
Wholesale Trade,a_0,Total expenditure
Wholesale Trade,a_0,Operating profit before tax
Wholesale Trade,a_0,Total assets
Wholesale Trade,a_0,Fixed tangible assets
Wholesale Trade,b_1-5,Activity unit
Wholesale Trade,b_1-5,Rolling mean employees
Wholesale Trade,b_1-5,Salaries and wages paid
Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies"
Wholesale Trade,b_1-5,Total income
Wholesale Trade,b_1-5,Total expenditure
Wholesale Trade,b_1-5,Operating profit before tax
Wholesale Trade,b_1-5,Total assets
Wholesale Trade,b_1-5,Fixed tangible assets
Wholesale Trade,c_6-9,Activity unit
Wholesale Trade,c_6-9,Rolling mean employees
Wholesale Trade,c_6-9,Salaries and wages paid
Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies"
Wholesale Trade,c_6-9,Total income
Wholesale Trade,c_6-9,Total expenditure
Wholesale Trade,c_6-9,Operating profit before tax
Wholesale Trade,c_6-9,Total assets
Wholesale Trade,c_6-9,Fixed tangible assets
Wholesale Trade,d_10-19,Activity unit
Wholesale Trade,d_10-19,Rolling mean employees
Wholesale Trade,d_10-19,Salaries and wages paid
Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies"
Wholesale Trade,d_10-19,Total income
Wholesale Trade,d_10-19,Total expenditure
Wholesale Trade,d_10-19,Operating profit before tax
Wholesale Trade,d_10-19,Total assets
Wholesale Trade,d_10-19,Fixed tangible assets
Wholesale Trade,e_20-49,Activity unit
Wholesale Trade,e_20-49,Rolling mean employees
Wholesale Trade,e_20-49,Salaries and wages paid
Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies"
Wholesale Trade,e_20-49,Total income
Wholesale Trade,e_20-49,Total expenditure
Wholesale Trade,e_20-49,Operating profit before tax
Wholesale Trade,e_20-49,Total assets
Wholesale Trade,e_20-49,Fixed tangible assets
Wholesale Trade,f_50-99,Activity unit
Wholesale Trade,f_50-99,Rolling mean employees
Wholesale Trade,f_50-99,Salaries and wages paid
Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies"
Wholesale Trade,f_50-99,Total income
Wholesale Trade,f_50-99,Total expenditure
Wholesale Trade,f_50-99,Operating profit before tax
Wholesale Trade,f_50-99,Total assets
Wholesale Trade,f_50-99,Fixed tangible assets
Wholesale Trade,g_100-199,Activity unit
Wholesale Trade,g_100-199,Rolling mean employees
Wholesale Trade,g_100-199,Salaries and wages paid
Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies"
Wholesale Trade,g_100-199,Total income
Wholesale Trade,g_100-199,Total expenditure
Wholesale Trade,g_100-199,Operating profit before tax
Wholesale Trade,g_100-199,Total assets
Wholesale Trade,g_100-199,Fixed tangible assets
Wholesale Trade,h_200+,Activity unit
Wholesale Trade,h_200+,Rolling mean employees
Wholesale Trade,h_200+,Salaries and wages paid
Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies"
Wholesale Trade,h_200+,Total income
Wholesale Trade,h_200+,Total expenditure
Wholesale Trade,h_200+,Operating profit before tax
Wholesale Trade,h_200+,Total assets
Wholesale Trade,h_200+,Fixed tangible assets
Wholesale Trade,i_Industry_Total,Activity unit
Wholesale Trade,i_Industry_Total,Rolling mean employees
Wholesale Trade,i_Industry_Total,Salaries and wages paid
Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies"
Wholesale Trade,i_Industry_Total,Total income
Wholesale Trade,i_Industry_Total,Total expenditure
Wholesale Trade,i_Industry_Total,Operating profit before tax
Wholesale Trade,i_Industry_Total,Total assets
Wholesale Trade,i_Industry_Total,Fixed tangible assets
Retail Trade,a_0,Activity unit
Retail Trade,a_0,Rolling mean employees
Retail Trade,a_0,Salaries and wages paid
Retail Trade,a_0,"Sales, government funding, grants and subsidies"
Retail Trade,a_0,Total income
Retail Trade,a_0,Total expenditure
Retail Trade,a_0,Operating profit before tax
Retail Trade,a_0,Total assets
Retail Trade,a_0,Fixed tangible assets
Retail Trade,b_1-5,Activity unit
Retail Trade,b_1-5,Rolling mean employees
Retail Trade,b_1-5,Salaries and wages paid
Retail Trade,b_1-5,"Sales, government funding, grants and subsidies"
Retail Trade,b_1-5,Total income
Retail Trade,b_1-5,Total expenditure
Retail Trade,b_1-5,Operating profit before tax
Retail Trade,b_1-5,Total assets
Retail Trade,b_1-5,Fixed tangible assets
Retail Trade,c_6-9,Activity unit
Retail Trade,c_6-9,Rolling mean employees
Retail Trade,c_6-9,Salaries and wages paid
Retail Trade,c_6-9,"Sales, government funding, grants and subsidies"
Retail Trade,c_6-9,Total income
Retail Trade,c_6-9,Total expenditure
Retail Trade,c_6-9,Operating profit before tax
Retail Trade,c_6-9,Total assets
Retail Trade,c_6-9,Fixed tangible assets
Retail Trade,d_10-19,Activity unit
Retail Trade,d_10-19,Rolling mean employees
Retail Trade,d_10-19,Salaries and wages paid
Retail Trade,d_10-19,"Sales, government funding, grants and subsidies"
Retail Trade,d_10-19,Total income
Retail Trade,d_10-19,Total expenditure
Retail Trade,d_10-19,Operating profit before tax
Retail Trade,d_10-19,Total assets
Retail Trade,d_10-19,Fixed tangible assets
Retail Trade,e_20-49,Activity unit
Retail Trade,e_20-49,Rolling mean employees
Retail Trade,e_20-49,Salaries and wages paid
Retail Trade,e_20-49,"Sales, government funding, grants and subsidies"
Retail Trade,e_20-49,Total income
Retail Trade,e_20-49,Total expenditure
Retail Trade,e_20-49,Operating profit before tax
Retail Trade,e_20-49,Total assets
Retail Trade,e_20-49,Fixed tangible assets
Retail Trade,f_50-99,Activity unit
Retail Trade,f_50-99,Rolling mean employees
Retail Trade,f_50-99,Salaries and wages paid
Retail Trade,f_50-99,"Sales, government funding, grants and subsidies"
Retail Trade,f_50-99,Total income
Retail Trade,f_50-99,Total expenditure
Retail Trade,f_50-99,Operating profit before tax
Retail Trade,f_50-99,Total assets
Retail Trade,f_50-99,Fixed tangible assets
Retail Trade,g_100-199,Activity unit
Retail Trade,g_100-199,Rolling mean employees
Retail Trade,g_100-199,Salaries and wages paid
Retail Trade,g_100-199,"Sales, government funding, grants and subsidies"
Retail Trade,g_100-199,Total income
Retail Trade,g_100-199,Total expenditure
Retail Trade,g_100-199,Operating profit before tax
Retail Trade,g_100-199,Total assets
Retail Trade,g_100-199,Fixed tangible assets
Retail Trade,h_200+,Activity unit
Retail Trade,h_200+,Rolling mean employees
Retail Trade,h_200+,Salaries and wages paid
Retail Trade,h_200+,"Sales, government funding, grants and subsidies"
Retail Trade,h_200+,Total income
Retail Trade,h_200+,Total expenditure
Retail Trade,h_200+,Operating profit before tax
Retail Trade,h_200+,Total assets
Retail Trade,h_200+,Fixed tangible assets
Retail Trade,i_Industry_Total,Activity unit
Retail Trade,i_Industry_Total,Rolling mean employees
Retail Trade,i_Industry_Total,Salaries and wages paid
Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies"
Retail Trade,i_Industry_Total,Total income
Retail Trade,i_Industry_Total,Total expenditure
Retail Trade,i_Industry_Total,Operating profit before tax
Retail Trade,i_Industry_Total,Total assets
Retail Trade,i_Industry_Total,Fixed tangible assets
Accommodation and Food Services,a_0,Activity unit
Accommodation and Food Services,a_0,Rolling mean employees
Accommodation and Food Services,a_0,Salaries and wages paid
Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,a_0,Total income
Accommodation and Food Services,a_0,Total expenditure
Accommodation and Food Services,a_0,Operating profit before tax
Accommodation and Food Services,a_0,Total assets
Accommodation and Food Services,a_0,Fixed tangible assets
Accommodation and Food Services,b_1-5,Activity unit
Accommodation and Food Services,b_1-5,Rolling mean employees
Accommodation and Food Services,b_1-5,Salaries and wages paid
Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,b_1-5,Total income
Accommodation and Food Services,b_1-5,Total expenditure
Accommodation and Food Services,b_1-5,Operating profit before tax
Accommodation and Food Services,b_1-5,Total assets
Accommodation and Food Services,b_1-5,Fixed tangible assets
Accommodation and Food Services,c_6-9,Activity unit
Accommodation and Food Services,c_6-9,Rolling mean employees
Accommodation and Food Services,c_6-9,Salaries and wages paid
Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,c_6-9,Total income
Accommodation and Food Services,c_6-9,Total expenditure
Accommodation and Food Services,c_6-9,Operating profit before tax
Accommodation and Food Services,c_6-9,Total assets
Accommodation and Food Services,c_6-9,Fixed tangible assets
Accommodation and Food Services,d_10-19,Activity unit
Accommodation and Food Services,d_10-19,Rolling mean employees
Accommodation and Food Services,d_10-19,Salaries and wages paid
Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,d_10-19,Total income
Accommodation and Food Services,d_10-19,Total expenditure
Accommodation and Food Services,d_10-19,Operating profit before tax
Accommodation and Food Services,d_10-19,Total assets
Accommodation and Food Services,d_10-19,Fixed tangible assets
Accommodation and Food Services,e_20-49,Activity unit
Accommodation and Food Services,e_20-49,Rolling mean employees
Accommodation and Food Services,e_20-49,Salaries and wages paid
Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,e_20-49,Total income
Accommodation and Food Services,e_20-49,Total expenditure
Accommodation and Food Services,e_20-49,Operating profit before tax
Accommodation and Food Services,e_20-49,Total assets
Accommodation and Food Services,e_20-49,Fixed tangible assets
Accommodation and Food Services,f_50-99,Activity unit
Accommodation and Food Services,f_50-99,Rolling mean employees
Accommodation and Food Services,f_50-99,Salaries and wages paid
Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,f_50-99,Total income
Accommodation and Food Services,f_50-99,Total expenditure
Accommodation and Food Services,f_50-99,Operating profit before tax
Accommodation and Food Services,f_50-99,Total assets
Accommodation and Food Services,f_50-99,Fixed tangible assets
Accommodation and Food Services,g_100-199,Activity unit
Accommodation and Food Services,g_100-199,Rolling mean employees
Accommodation and Food Services,g_100-199,Salaries and wages paid
Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,g_100-199,Total income
Accommodation and Food Services,g_100-199,Total expenditure
Accommodation and Food Services,g_100-199,Operating profit before tax
Accommodation and Food Services,g_100-199,Total assets
Accommodation and Food Services,g_100-199,Fixed tangible assets
Accommodation and Food Services,h_200+,Activity unit
Accommodation and Food Services,h_200+,Rolling mean employees
Accommodation and Food Services,h_200+,Salaries and wages paid
Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,h_200+,Total income
Accommodation and Food Services,h_200+,Total expenditure
Accommodation and Food Services,h_200+,Operating profit before tax
Accommodation and Food Services,h_200+,Total assets
Accommodation and Food Services,h_200+,Fixed tangible assets
Accommodation and Food Services,i_Industry_Total,Activity unit
Accommodation and Food Services,i_Industry_Total,Rolling mean employees
Accommodation and Food Services,i_Industry_Total,Salaries and wages paid
Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies"
Accommodation and Food Services,i_Industry_Total,Total income
Accommodation and Food Services,i_Industry_Total,Total expenditure
Accommodation and Food Services,i_Industry_Total,Operating profit before tax
Accommodation and Food Services,i_Industry_Total,Total assets
Accommodation and Food Services,i_Industry_Total,Fixed tangible assets
"Transport, Postal and Warehousing",a_0,Activity unit
"Transport, Postal and Warehousing",a_0,Rolling mean employees
"Transport, Postal and Warehousing",a_0,Salaries and wages paid
"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",a_0,Total income
"Transport, Postal and Warehousing",a_0,Total expenditure
"Transport, Postal and Warehousing",a_0,Operating profit before tax
"Transport, Postal and Warehousing",a_0,Total assets
"Transport, Postal and Warehousing",a_0,Fixed tangible assets
"Transport, Postal and Warehousing",b_1-5,Activity unit
"Transport, Postal and Warehousing",b_1-5,Rolling mean employees
"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid
"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",b_1-5,Total income
"Transport, Postal and Warehousing",b_1-5,Total expenditure
"Transport, Postal and Warehousing",b_1-5,Operating profit before tax
"Transport, Postal and Warehousing",b_1-5,Total assets
"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets
"Transport, Postal and Warehousing",c_6-9,Activity unit
"Transport, Postal and Warehousing",c_6-9,Rolling mean employees
"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid
"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",c_6-9,Total income
"Transport, Postal and Warehousing",c_6-9,Total expenditure
"Transport, Postal and Warehousing",c_6-9,Operating profit before tax
"Transport, Postal and Warehousing",c_6-9,Total assets
"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets
"Transport, Postal and Warehousing",d_10-19,Activity unit
"Transport, Postal and Warehousing",d_10-19,Rolling mean employees
"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid
"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",d_10-19,Total income
"Transport, Postal and Warehousing",d_10-19,Total expenditure
"Transport, Postal and Warehousing",d_10-19,Operating profit before tax
"Transport, Postal and Warehousing",d_10-19,Total assets
"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets
"Transport, Postal and Warehousing",e_20-49,Activity unit
"Transport, Postal and Warehousing",e_20-49,Rolling mean employees
"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid
"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",e_20-49,Total income
"Transport, Postal and Warehousing",e_20-49,Total expenditure
"Transport, Postal and Warehousing",e_20-49,Operating profit before tax
"Transport, Postal and Warehousing",e_20-49,Total assets
"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets
"Transport, Postal and Warehousing",f_50-99,Activity unit
"Transport, Postal and Warehousing",f_50-99,Rolling mean employees
"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid
"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",f_50-99,Total income
"Transport, Postal and Warehousing",f_50-99,Total expenditure
"Transport, Postal and Warehousing",f_50-99,Operating profit before tax
"Transport, Postal and Warehousing",f_50-99,Total assets
"Transport, Postal and Warehousing",f_50-99,Fixed tangible assets
"Transport, Postal and Warehousing",g_100-199,Activity unit
"Transport, Postal and Warehousing",g_100-199,Rolling mean employees
"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid
"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",g_100-199,Total income
"Transport, Postal and Warehousing",g_100-199,Total expenditure
"Transport, Postal and Warehousing",g_100-199,Operating profit before tax
"Transport, Postal and Warehousing",g_100-199,Total assets
"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets
"Transport, Postal and Warehousing",h_200+,Activity unit
"Transport, Postal and Warehousing",h_200+,Rolling mean employees
"Transport, Postal and Warehousing",h_200+,Salaries and wages paid
"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",h_200+,Total income
"Transport, Postal and Warehousing",h_200+,Total expenditure
"Transport, Postal and Warehousing",h_200+,Operating profit before tax
"Transport, Postal and Warehousing",h_200+,Total assets
"Transport, Postal and Warehousing",h_200+,Fixed tangible assets
"Transport, Postal and Warehousing",i_Industry_Total,Activity unit
"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees
"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid
"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and subsidies"
"Transport, Postal and Warehousing",i_Industry_Total,Total income
"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure
"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax
"Transport, Postal and Warehousing",i_Industry_Total,Total assets
"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangible assets
Information Media and Telecommunications,a_0,Activity unit
Information Media and Telecommunications,a_0,Rolling mean employees
Information Media and Telecommunications,a_0,Salaries and wages paid
Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies"
Information Media and Telecommunications,a_0,Total income
Information Media and Telecommunications,a_0,Total expenditure
Information Media and Telecommunications,a_0,Operating profit before tax
Information Media and Telecommunications,a_0,Total assets
Information Media and Telecommunications,a_0,Fixed tangible assets
Information Media and Telecommunications,b_1-5,Activity unit
